程序导标记，不用翻译,,,,,,,
ID,name,desc,talk_pre,talk_accept,talk_doing,talk_finish,task_failed
523,Meet New Friend (Second),"With 15 friends or above in your Friend List, you can get rewards from Shopman.","When away from home, you should depend on friends to share happiness and burden.  Find your friends soon!
(Right click target's avatar to add him/her as your friend.)",Find your friends now!,How's it going?,Congratulations!  Please bear in mind to make friends with your sincerity and honesty.,
524,Meet New Friend (Third),"With 30 friends or above in your Friend List, you can get rewards from Shipman.","When away from home, you should depend on friends to share happiness and burden.  Find your friends soon!
(Right click target's avatar to add him/her as your friend.)",Find your friends now!,How's it going?,Congratulations!  Please bear in mind to make friends with your sincerity and honesty.,
525,Take a Message,Take a oral message to Sun Nan in West Suburb of Stone City for Shopman.,"Sun Nan is my old friend, would you please take a message for me to invite him to Belvedere for a reunion?",Please be careful on this tough adventure!,How's it going?,"Thank you very much!  It has been many years since our separation, I can hardly wait to see him!",
526,Find a Master,Let Gentleman tell you how to find a master!,"A good master can benefits you a lot in your pursuit to the success.  Find a master soon!  You cannot apply to a master after reaching level 21.  Come on!
(click the ""Apprenticeship Info"" button showed in the right top of the screen for related operation.  I know there are many masters are recruiting apprentice, you can try to find one master through different chat channels)",Go to find a master!,"If you keep wandering, your master will perhaps be other's!",Congratulations on your good master!,
527,Gratitude to Master,Give a surprise to your master!,"Being a master is exhausting.  Would you like to give a surprise to your master?  When you reach level 15, go to the Snake Cave to kill ""Soul of Snake Demon"", and then go to kill ""Evil Tao Beard"" in Rattan Cave.  After you succeed to do that, I will give you rich rewards and ""A Letter to Master"". 
You can invite your master to go with you, please don't forget to give the letter to your master!","Go for the quest, your master is waiting for you.","You want to give a surprise to your master, don't you?",Your master must be very happy this time!,
528,Recruit Apprentice,Let Gentleman tell you how to recruit an apprentice!,"A good apprentice is able to give you unexpected surprise, so find an apprentice soon!
(click the ""Apprenticeship Info"" button showed in the right top of the screen for related operation.  Only characters of level 5 to 20 can be recruited; you'd better go to Green Scarp to recruit, or you can also invite your real friend to be your apprentice)",I will be waiting for your good news here!,Still no apprentice?,Congratulations on your talented apprentice!,
529,Surprise for Master,Get your rewards for being a qualified master!,"As a master, you are expected to help your apprentice to do the quest ""Thankness to Master"", then your apprentice can get the ""Letter to Teacher"".  This letter is given by apprentice to the master to show his/her gratitude to master.  With this letter, you can ask me for rich rewards! (this quest is available every 24 hours)",I will be waiting for your good news here!,Still not find the letter?,Haha!  Good job!,
811,"[no_use]恭喜发财,红包拿来!",[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
812,"[no_use]年兽出没,新年出击!",[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
813,[no_use]新手欢庆新年任务,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
814,[no_use]高手欢庆新年任务,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
815,[no_use]高手之高高手欢庆新年任务,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
816,[no_use]问候前辈,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
817,[no_use]女人的温柔,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
818,[no_use]精美的礼物,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
819,[no_use]精美的礼物,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
820,[no_use]精美的礼物,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
821,Newbie Hunter,Enter the Lotus Cave to kill Wild Boar King and its guards.,This is your first time you enter to the cave for my quest.  Please take care.  Wild Boar King is tough to cope!,I hope it's a short trip.  I will be waiting for your good news.,Why are you still here?,"Hehe.  Good, it's very lucky to get this result at your first attempt.",
822,Birth Gift,"Demonstrate your power to Talisman Sprite, who has prepared gift for you.",Welcome to Talisman Online world!  Here I have one lifelong gift for you.  But first I must test whether you are qualified or not.  Go to kill a Little Wild Boar to show me your power and talent.,"That's easy, good luck!",Not finished yet?  They are in the south of Green Scarp.,"Good job, accept this gift!",
903,[no_use]锻炼金色碎片,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
904,[no_use]黄金魔法,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
905,[no_use]超级黄金魔法,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
906,[no_use]次级蓝色魔法,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
907,[no_use]锻炼金色碎片,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
908,[no_use]锻炼金色碎片,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
909,[no_use]锻炼金色碎片,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
910,[no_use]锻炼金色碎片,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
911,[no_use]锻炼金色碎片,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
912,[no_use]锻炼金色碎片,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
913,[no_use]锻炼金色碎片,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
1472,Cure Patients,Take medicine to patients for Apothecary.,Cure the patients with my medicine.  But please be aware to avoid their inner demon soul.,Make sure to eliminate the demon soul if it comes out.,Make sure to eliminate the demon soul if it comes out.,Now I am relieved.,
1473,Borrow Pharmacopoeia,Borrow Pharmacopoeia from Presbyter.,"Presbyter has a Pharmacopoeia, which was left by one Sword Master millions of years ago.  It's said that it had recorded all effects of the medicine worldwide.  So I need this book for my research.  Presbyter has accepted my request.  If you are available, please bring the book to me from presbyter.",Hurry up!,Have you brought it back?,Thanks a lot!,
1474,Open Pharmacopoeia,Open the Ancient Book for Presbyter.,"$username$, sorry for my disturbance.  It seems that this medicine still needs some special items, would you please check further details?",Do you have the items it requires?,It's very easy to get a green identify gem.,"Haha...  We can open the book now, thanks a lot!",
1475,Collect Sting,Collect some Sting for Apothecary.,I have been researching a mystic weapon..  But I cannot tell you about that currently.  Would you please collect some Sting for me?,I need your further help.,Take care.,The first step is over.,
1476,Absorb Natural Essence,Collect some Earth Fruit for Apothecary.,"Earth Fruit embraces one special odor, which can slowdown all creature's movement around.  Actually, this odor comes from Earth Fruit's inner mystic powder.  Please collect some Earth Fruit for me.  Oh, please don't tell others.",I need your further help.,Be careful when you collect to avoid being fainted.,"Good, you have strong strength.",
1477,Natural Prime,Collect some Glaring Pearl for Apothecary.,The Glaring Pearl shell inside the Glaring Pearl is the best place to store Glaring Pearl powder.  Glaring Pearl shell will be broken to faint people around if its inner powder and stones collides each other.  Please collect some for me.,Please be careful!,Have you finished?,"Ha, one more step is over!",
1478,Collect Blue Crystal,Collect Blue Crystal for Apothecary.,"Sorry, the effect of the Sting were overestimated by me.  Now the answer can be only found in the second part of the ancient medicine book.  But Blue Crystal is necessary for opening this book.  I've never heard about this item.  $username$, please find it for me if you can.",Your arrival has removed much trouble.,Tough job.,Let's see what can take place of Sting.,
1479,Get Evergreen Tree,Get Evergreen Tree for Apothecary.,"Oh, we still need Evergreen Tree to create the max effect.  But what can it do?  Let me check...  Oh!  Because Evergreen Tree can be combined with Earth Fruit to have special effects.  Would you please collect some Earth Fruit from Tree Warrior for me?","Evergreen Tree is rare, please find with patience.",Have you finished?,Great!  I made it!,
1480,Sacrifice Ceremony,Know about the inside story of sacrifice ceremony from Moon Dragon Priest.,"Welcome to our sacrifice ceremony!  Although our village is not so prosperous as ever, all villagers here are still trying their best to develop this village.  But it's even a bit difficult to hold sacrifice ceremony because of the demon of Simen Mountain these years!",Sacrifice ceremony is the most important one here.,Have you finished?,Hope you can get good harvest.,
1481,Musky Meat for Mountain God,Hunt Musk Deer in the wild and get Musky Meat.,"Different kinds of tributes are needed for the sacrifice ceremony.  But currently, it's so difficult for us to collect enough tribute in this hard period.  Would you please collect some Musky Meat?  There are many Musk Deer in the wild.",Hurry up!   Sacrifice ceremony is about to begin.,Have you finished?,"Good, I am sure that mountain god will like it.",
